Official Name of Satellite,Country of Operator/Owner,Users,Purpose,Class of Orbit,Longitude of Geosynchronous Orbit (Degrees),Perigee (Kilometers),Apogee (Kilometers),Eccentricity,Inclination (Degrees),Period (Minutes),Launch Mass (Kilograms),Date of Launch,Expected Lifetime (Years),order,,,
USA 264,USA,Military,Earth Observation,LEO,0,1014,1099,0.00572,63.4,107.4,6500,10/8/2015,,1285,,,
USA 264,USA,Military,Earth Observation,LEO,0,1014,1099,0.00572,63.4,107.4,6500,10/8/2015,,1286,,,
Thaicom-4,Thailand,Commercial,Communications,GEO,119.5,35775,35798,0.000273,0,1436.1,6505,8/11/2005,12,1287,,,
Echostar G1,USA,Commercial,Communications,GEO,-92.92,35773,35799,0.000308,5.73,1436.1,6600,4/14/2008,15,1288,,,
Alphasat I-XL,United Kingdom/ESA,Commercial/Government,Communications/Technology Development,GEO,25,35786,35787,1.19E-05,0.02,1436.09,6650,7/25/2013,15,1289,,,
Resurs-DK1,Russia,Government/Commercial,Earth Observation,LEO,0,564,571,0.000505,69.9,96,6650,6/15/2006,3,1290,,,
Eutelsat 65 West-A,Multinational,Commercial,Communications,GEO,-65,35776,35796,0.000237,0.08,1436.07,6654,3/9/2016,15,1291,,,
Echostar 16,USA,Commercial,Communications,GEO,-61.5,35776,35796,0.000237,0.05,1436.06,6658,11/20/2012,15,1292,,,
ViaSat-1,USA,Commercial,Communications,GEO,-115,35775,35796,0.000249,0.04,1436.09,6740,10/19/2011,15,1293,,,
MUOS-1,USA,Military,Communications,GEO,-176.96,35569,36006,0.00518,3.73,1436.1,6804,2/24/2012,12-Oct,1294,,,
MUOS-2,USA,Military,Communications,GEO,-100.1,35550,36023,0.00561,4.11,1436.1,6804,7/19/2013,12-Oct,1295,,,
MUOS-3,USA,Military,Communications,GEO,-15.48,35576,35998,0.00501,4.57,1436.1,6804,1/21/2015,,1296,,,
MUOS-4,USA,Military,Communications,GEO,74.8,35576,35997,0.00499,4.8,1436.1,6804,9/2/2015,,1297,,,
MUOS-5,USA,Military,Communications,GEO,,35576,35998,0.00501,4.5,1436.1,6804,6/24/2016,,1298,,,
TerraStar 1,USA,Commercial,Communications,GEO,-111,35783,35791,9.49E-05,5.94,1436.11,6910,7/1/2009,15,1299,,,
Cosmos 2486,Russia,Military,Earth Observation,LEO,0,714,733,0.00134,98.3,99.2,7000,6/7/2013,5-Mar,1300,,,
Cosmos 2506,Russia,Military,Earth Observation,LEO,0,706,725,0.00134,98.5,99,7000,6/23/2015,5-Mar,1301,,,
USA 105,USA,Military,Earth Observation,GEO,-27.95,35598,35976,0.00448,5.1,1436.13,8000,8/27/1994,,1302,,,
USA 118,USA,Military,Earth Observation,GEO,-23.51,33674,37900,0.0501,7.33,1436.12,8000,4/24/1996,,1303,,,
USA 136,USA,Military,Earth Observation,Elliptical,0,1210,38740,0.712,64.7,709.61,8000,11/8/1997,,1304,,,
Tiangong-1,China,Government,Technology Development,LEO,0,360,361,7.43E-05,42.8,91.8,8506,9/29/2011,2,1305,,,
Hubble Space Telescope,ESA/USA,Government,Space Science,LEO,0,555,559,0.000289,28.5,95.8,11110,4/25/1990,10,1306,,,
USA 133,USA,Military,Earth Observation,LEO,0,671,675,0.000284,57,98.2,14500,10/24/1997,5,1307,,,
USA 152,USA,Military,Earth Observation,LEO,0,574,676,0.00729,68,97.21,14500,8/17/2000,9,1308,,,
USA 182,USA,Military,Earth Observation,LEO,0,713,716,0.000212,57.01,99.08,14500,4/30/2005,9,1309,,,
USA 186,USA,Military,Earth Observation,LEO,0,264,1050,0.0559,97.9,97,18000,10/19/2005,5,1310,,,
USA 224,USA,Military,Earth Observation,LEO,0,200,1000,0.0574,97.8,97,18000,1/20/2011,5,1311,,,
USA 245,USA,Military,Earth Observation,LEO,0,257,997,0.0529,97.8,97.25,18000,8/28/2013,5,1312,,,
USA 181,USA,Military,Earth Observation,LEO,0,1017,1203,0.0124,63.4,107.4,"5,000",2/3/2005,,1313,,,
USA 181,USA,Military,Earth Observation,LEO,0,1016,1203,0.0125,63.4,107.4,5000,2/3/2005,,1314,,,
USA 194,USA,Military,Earth Observation,LEO,0,1015,1200,0.0124,63.4,107.4,"5,000",6/15/2007,,1315,,,
USA 194,USA,Military,Earth Observation,LEO,0,1016,1201,0.0124,63.4,107.4,"5,000",6/15/2007,,1316,,,
USA 229,USA,Military,Earth Observation,LEO,0,1014,1201,0.0125,63.4,107.4,"5,000",4/15/2011,,1317,,,
